DateUTC;DateShort;TimeFrom;TimeTo;CountryCode;Value;Value_ScaleTo100
01-01-2024 00:00;01-01-2024;00:00;01:00;BE;7262.5975;7262.5975
01-01-2024 01:00;01-01-2024;01:00;02:00;BE;7032.9325;7032.9325
01-01-2024 02:00;01-01-2024;02:00;03:00;BE;6813.385;6813.385
01-01-2024 03:00;01-01-2024;03:00;04:00;BE;6696.3325;6696.3325
01-01-2024 04:00;01-01-2024;04:00;05:00;BE;6714.4175;6714.4175
01-01-2024 05:00;01-01-2024;05:00;06:00;BE;6873.105;6873.105
01-01-2024 06:00;01-01-2024;06:00;07:00;BE;6919.6625;6919.6625
01-01-2024 07:00;01-01-2024;07:00;08:00;BE;7119.6725;7119.6725
01-01-2024 08:00;01-01-2024;08:00;09:00;BE;7326.785;7326.785
01-01-2024 09:00;01-01-2024;09:00;10:00;BE;7690.785;7690.785
01-01-2024 10:00;01-01-2024;10:00;11:00;BE;8028.415;8028.415
01-01-2024 11:00;01-01-2024;11:00;12:00;BE;8204.5925;8204.5925
01-01-2024 12:00;01-01-2024;12:00;13:00;BE;8199.8375;8199.8375
01-01-2024 13:00;01-01-2024;13:00;14:00;BE;8097.5025;8097.5025
01-01-2024 14:00;01-01-2024;14:00;15:00;BE;8044.615;8044.615
01-01-2024 15:00;01-01-2024;15:00;16:00;BE;8112.4225;8112.4225
01-01-2024 16:00;01-01-2024;16:00;17:00;BE;8553.3175;8553.3175
01-01-2024 17:00;01-01-2024;17:00;18:00;BE;8782.0125;8782.0125
01-01-2024 18:00;01-01-2024;18:00;19:00;BE;8496.045;8496.045
01-01-2024 19:00;01-01-2024;19:00;20:00;BE;8058.2675;8058.2675
01-01-2024 20:00;01-01-2024;20:00;21:00;BE;7933.5125;7933.5125
01-01-2024 21:00;01-01-2024;21:00;22:00;BE;7968.005;7968.005
01-01-2024 22:00;01-01-2024;22:00;23:00;BE;7781.9125;7781.9125
01-01-2024 23:00;01-01-2024;23:00;00:00;BE;7514.1875;7514.1875
02-01-2024 00:00;02-01-2024;00:00;01:00;BE;7097.2025;7097.2025
02-01-2024 01:00;02-01-2024;01:00;02:00;BE;6885.375;6885.375
02-01-2024 02:00;02-01-2024;02:00;03:00;BE;6738.205;6738.205
02-01-2024 03:00;02-01-2024;03:00;04:00;BE;6810.7025;6810.7025
02-01-2024 04:00;02-01-2024;04:00;05:00;BE;7167.6375;7167.6375
02-01-2024 05:00;02-01-2024;05:00;06:00;BE;7897.4525;7897.4525
02-01-2024 06:00;02-01-2024;06:00;07:00;BE;8507.5475;8507.5475
02-01-2024 07:00;02-01-2024;07:00;08:00;BE;9176.33;9176.33
02-01-2024 08:00;02-01-2024;08:00;09:00;BE;9629.125;9629.125
02-01-2024 09:00;02-01-2024;09:00;10:00;BE;9853.6075;9853.6075
02-01-2024 10:00;02-01-2024;10:00;11:00;BE;10029.125;10029.125
02-01-2024 11:00;02-01-2024;11:00;12:00;BE;10180.1675;10180.1675
02-01-2024 12:00;02-01-2024;12:00;13:00;BE;10278.4725;10278.4725
02-01-2024 13:00;02-01-2024;13:00;14:00;BE;10165.73;10165.73
02-01-2024 14:00;02-01-2024;14:00;15:00;BE;10081.815;10081.815
02-01-2024 15:00;02-01-2024;15:00;16:00;BE;10088.295;10088.295
02-01-2024 16:00;02-01-2024;16:00;17:00;BE;10426.6925;10426.6925
02-01-2024 17:00;02-01-2024;17:00;18:00;BE;10568.475;10568.475
02-01-2024 18:00;02-01-2024;18:00;19:00;BE;10094.1075;10094.1075
02-01-2024 19:00;02-01-2024;19:00;20:00;BE;9553.3975;9553.3975
02-01-2024 20:00;02-01-2024;20:00;21:00;BE;9009.7875;9009.7875
02-01-2024 21:00;02-01-2024;21:00;22:00;BE;8802.795;8802.795
02-01-2024 22:00;02-01-2024;22:00;23:00;BE;8613.34;8613.34
02-01-2024 23:00;02-01-2024;23:00;00:00;BE;8328.015;8328.015
03-01-2024 00:00;03-01-2024;00:00;01:00;BE;7894.515;7894.515
03-01-2024 01:00;03-01-2024;01:00;02:00;BE;7566.4275;7566.4275
03-01-2024 02:00;03-01-2024;02:00;03:00;BE;7484.27;7484.27
03-01-2024 03:00;03-01-2024;03:00;04:00;BE;7567.1975;7567.1975
03-01-2024 04:00;03-01-2024;04:00;05:00;BE;7952.1725;7952.1725
03-01-2024 05:00;03-01-2024;05:00;06:00;BE;8606.3575;8606.3575
03-01-2024 06:00;03-01-2024;06:00;07:00;BE;9324.695;9324.695
03-01-2024 07:00;03-01-2024;07:00;08:00;BE;9981.13;9981.13
03-01-2024 08:00;03-01-2024;08:00;09:00;BE;10209.205;10209.205
03-01-2024 09:00;03-01-2024;09:00;10:00;BE;10403.455;10403.455
03-01-2024 10:00;03-01-2024;10:00;11:00;BE;10643.8075;10643.8075
03-01-2024 11:00;03-01-2024;11:00;12:00;BE;10622.8;10622.8
03-01-2024 12:00;03-01-2024;12:00;13:00;BE;10571.255;10571.255
03-01-2024 13:00;03-01-2024;13:00;14:00;BE;10400.4325;10400.4325
03-01-2024 14:00;03-01-2024;14:00;15:00;BE;10434.7825;10434.7825
03-01-2024 15:00;03-01-2024;15:00;16:00;BE;10417.44;10417.44
03-01-2024 16:00;03-01-2024;16:00;17:00;BE;10883.085;10883.085
03-01-2024 17:00;03-01-2024;17:00;18:00;BE;10966.9;10966.9
03-01-2024 18:00;03-01-2024;18:00;19:00;BE;10416.9825;10416.9825
03-01-2024 19:00;03-01-2024;19:00;20:00;BE;9928.275;9928.275
03-01-2024 20:00;03-01-2024;20:00;21:00;BE;9532.4175;9532.4175
03-01-2024 21:00;03-01-2024;21:00;22:00;BE;9417.365;9417.365
03-01-2024 22:00;03-01-2024;22:00;23:00;BE;9060.66;9060.66
03-01-2024 23:00;03-01-2024;23:00;00:00;BE;8289.97;8289.97
04-01-2024 00:00;04-01-2024;00:00;01:00;BE;8106.5975;8106.5975
04-01-2024 01:00;04-01-2024;01:00;02:00;BE;7787.8225;7787.8225
04-01-2024 02:00;04-01-2024;02:00;03:00;BE;7733.9725;7733.9725
04-01-2024 03:00;04-01-2024;03:00;04:00;BE;7794.57;7794.57
04-01-2024 04:00;04-01-2024;04:00;05:00;BE;8076.4375;8076.4375
04-01-2024 05:00;04-01-2024;05:00;06:00;BE;8722.67;8722.67
04-01-2024 06:00;04-01-2024;06:00;07:00;BE;9605.84;9605.84
04-01-2024 07:00;04-01-2024;07:00;08:00;BE;10309.53;10309.53
04-01-2024 08:00;04-01-2024;08:00;09:00;BE;10584.86;10584.86
04-01-2024 09:00;04-01-2024;09:00;10:00;BE;10756.5175;10756.5175
04-01-2024 10:00;04-01-2024;10:00;11:00;BE;10894.4825;10894.4825
04-01-2024 11:00;04-01-2024;11:00;12:00;BE;10817.5325;10817.5325
04-01-2024 12:00;04-01-2024;12:00;13:00;BE;10771.225;10771.225
04-01-2024 13:00;04-01-2024;13:00;14:00;BE;10558.415;10558.415
04-01-2024 14:00;04-01-2024;14:00;15:00;BE;10440.8125;10440.8125
04-01-2024 15:00;04-01-2024;15:00;16:00;BE;10528.71;10528.71
04-01-2024 16:00;04-01-2024;16:00;17:00;BE;11056.2175;11056.2175
04-01-2024 17:00;04-01-2024;17:00;18:00;BE;10984.3675;10984.3675
04-01-2024 18:00;04-01-2024;18:00;19:00;BE;10426.6375;10426.6375
04-01-2024 19:00;04-01-2024;19:00;20:00;BE;10100.04;10100.04
04-01-2024 20:00;04-01-2024;20:00;21:00;BE;9474.2725;9474.2725
04-01-2024 21:00;04-01-2024;21:00;22:00;BE;9417.7;9417.7
04-01-2024 22:00;04-01-2024;22:00;23:00;BE;9370.2225;9370.2225
04-01-2024 23:00;04-01-2024;23:00;00:00;BE;8647.625;8647.625
05-01-2024 00:00;05-01-2024;00:00;01:00;BE;8108.665;8108.665
05-01-2024 01:00;05-01-2024;01:00;02:00;BE;7818.6275;7818.6275
05-01-2024 02:00;05-01-2024;02:00;03:00;BE;7658.58;7658.58
05-01-2024 03:00;05-01-2024;03:00;04:00;BE;7727.555;7727.555
05-01-2024 04:00;05-01-2024;04:00;05:00;BE;8123.87;8123.87
05-01-2024 05:00;05-01-2024;05:00;06:00;BE;8830.37;8830.37
05-01-2024 06:00;05-01-2024;06:00;07:00;BE;9630.72;9630.72
05-01-2024 07:00;05-01-2024;07:00;08:00;BE;10244.37;10244.37
05-01-2024 08:00;05-01-2024;08:00;09:00;BE;10510.4075;10510.4075
05-01-2024 09:00;05-01-2024;09:00;10:00;BE;10731.1075;10731.1075
05-01-2024 10:00;05-01-2024;10:00;11:00;BE;10872.685;10872.685
05-01-2024 11:00;05-01-2024;11:00;12:00;BE;10905.99;10905.99
05-01-2024 12:00;05-01-2024;12:00;13:00;BE;10625.5175;10625.5175
05-01-2024 13:00;05-01-2024;13:00;14:00;BE;10638.21;10638.21
05-01-2024 14:00;05-01-2024;14:00;15:00;BE;10549.7675;10549.7675
05-01-2024 15:00;05-01-2024;15:00;16:00;BE;10653.005;10653.005
05-01-2024 16:00;05-01-2024;16:00;17:00;BE;11049.6525;11049.6525
05-01-2024 17:00;05-01-2024;17:00;18:00;BE;10989.4975;10989.4975
05-01-2024 18:00;05-01-2024;18:00;19:00;BE;10412.36;10412.36
05-01-2024 19:00;05-01-2024;19:00;20:00;BE;9954.1925;9954.1925
05-01-2024 20:00;05-01-2024;20:00;21:00;BE;9538.735;9538.735
05-01-2024 21:00;05-01-2024;21:00;22:00;BE;9525.6925;9525.6925
05-01-2024 22:00;05-01-2024;22:00;23:00;BE;9337.635;9337.635
05-01-2024 23:00;05-01-2024;23:00;00:00;BE;8842.8525;8842.8525
06-01-2024 00:00;06-01-2024;00:00;01:00;BE;8294.0925;8294.0925
06-01-2024 01:00;06-01-2024;01:00;02:00;BE;7979.065;7979.065
06-01-2024 02:00;06-01-2024;02:00;03:00;BE;7837.7575;7837.7575
06-01-2024 03:00;06-01-2024;03:00;04:00;BE;7748.4525;7748.4525
06-01-2024 04:00;06-01-2024;04:00;05:00;BE;7779.5075;7779.5075
06-01-2024 05:00;06-01-2024;05:00;06:00;BE;8186.04;8186.04
06-01-2024 06:00;06-01-2024;06:00;07:00;BE;8536.235;8536.235
06-01-2024 07:00;06-01-2024;07:00;08:00;BE;8994.52;8994.52
06-01-2024 08:00;06-01-2024;08:00;09:00;BE;9552.8775;9552.8775
06-01-2024 09:00;06-01-2024;09:00;10:00;BE;9800.145;9800.145
06-01-2024 10:00;06-01-2024;10:00;11:00;BE;10107.61;10107.61
06-01-2024 11:00;06-01-2024;11:00;12:00;BE;10179.455;10179.455
06-01-2024 12:00;06-01-2024;12:00;13:00;BE;10106.2775;10106.2775
06-01-2024 13:00;06-01-2024;13:00;14:00;BE;10220.5325;10220.5325
06-01-2024 14:00;06-01-2024;14:00;15:00;BE;10090.965;10090.965
06-01-2024 15:00;06-01-2024;15:00;16:00;BE;10108.585;10108.585
06-01-2024 16:00;06-01-2024;16:00;17:00;BE;10478.76;10478.76
06-01-2024 17:00;06-01-2024;17:00;18:00;BE;10602.78;10602.78
06-01-2024 18:00;06-01-2024;18:00;19:00;BE;10381.765;10381.765
06-01-2024 19:00;06-01-2024;19:00;20:00;BE;9902.28;9902.28
06-01-2024 20:00;06-01-2024;20:00;21:00;BE;9293.2625;9293.2625
06-01-2024 21:00;06-01-2024;21:00;22:00;BE;9197.3125;9197.3125
06-01-2024 22:00;06-01-2024;22:00;23:00;BE;9168.1425;9168.1425
06-01-2024 23:00;06-01-2024;23:00;00:00;BE;8725.895;8725.895
07-01-2024 00:00;07-01-2024;00:00;01:00;BE;8314.385;8314.385
07-01-2024 01:00;07-01-2024;01:00;02:00;BE;8230.5525;8230.5525
07-01-2024 02:00;07-01-2024;02:00;03:00;BE;8057.9375;8057.9375
07-01-2024 03:00;07-01-2024;03:00;04:00;BE;7792.82;7792.82
07-01-2024 04:00;07-01-2024;04:00;05:00;BE;7957.6425;7957.6425
07-01-2024 05:00;07-01-2024;05:00;06:00;BE;8167.8425;8167.8425
07-01-2024 06:00;07-01-2024;06:00;07:00;BE;8332.4175;8332.4175
07-01-2024 07:00;07-01-2024;07:00;08:00;BE;8843.42;8843.42
07-01-2024 08:00;07-01-2024;08:00;09:00;BE;9314.1725;9314.1725
07-01-2024 09:00;07-01-2024;09:00;10:00;BE;9849.615;9849.615
07-01-2024 10:00;07-01-2024;10:00;11:00;BE;10330.42;10330.42
07-01-2024 11:00;07-01-2024;11:00;12:00;BE;10573.565;10573.565
07-01-2024 12:00;07-01-2024;12:00;13:00;BE;10314.88;10314.88
07-01-2024 13:00;07-01-2024;13:00;14:00;BE;10210.355;10210.355
07-01-2024 14:00;07-01-2024;14:00;15:00;BE;10052.6125;10052.6125
07-01-2024 15:00;07-01-2024;15:00;16:00;BE;10214.6175;10214.6175
07-01-2024 16:00;07-01-2024;16:00;17:00;BE;10656.495;10656.495
07-01-2024 17:00;07-01-2024;17:00;18:00;BE;10667.985;10667.985
07-01-2024 18:00;07-01-2024;18:00;19:00;BE;10549.045;10549.045
07-01-2024 19:00;07-01-2024;19:00;20:00;BE;10182.0675;10182.0675
07-01-2024 20:00;07-01-2024;20:00;21:00;BE;9648.5125;9648.5125
07-01-2024 21:00;07-01-2024;21:00;22:00;BE;9592.45;9592.45
07-01-2024 22:00;07-01-2024;22:00;23:00;BE;9416.9425;9416.9425
07-01-2024 23:00;07-01-2024;23:00;00:00;BE;9040.3525;9040.3525
08-01-2024 00:00;08-01-2024;00:00;01:00;BE;8896.845;8896.845
08-01-2024 01:00;08-01-2024;01:00;02:00;BE;8572.8725;8572.8725
08-01-2024 02:00;08-01-2024;02:00;03:00;BE;8438.78;8438.78
08-01-2024 03:00;08-01-2024;03:00;04:00;BE;8450.1275;8450.1275
08-01-2024 04:00;08-01-2024;04:00;05:00;BE;9049.5375;9049.5375
08-01-2024 05:00;08-01-2024;05:00;06:00;BE;10105.435;10105.435
08-01-2024 06:00;08-01-2024;06:00;07:00;BE;11182.2275;11182.2275
08-01-2024 07:00;08-01-2024;07:00;08:00;BE;11941.31;11941.31
08-01-2024 08:00;08-01-2024;08:00;09:00;BE;12268.9575;12268.9575
08-01-2024 09:00;08-01-2024;09:00;10:00;BE;12330.8025;12330.8025
08-01-2024 10:00;08-01-2024;10:00;11:00;BE;12388.1025;12388.1025
08-01-2024 11:00;08-01-2024;11:00;12:00;BE;12349.775;12349.775
08-01-2024 12:00;08-01-2024;12:00;13:00;BE;12181.0425;12181.0425
08-01-2024 13:00;08-01-2024;13:00;14:00;BE;11966.445;11966.445
08-01-2024 14:00;08-01-2024;14:00;15:00;BE;11774.145;11774.145
08-01-2024 15:00;08-01-2024;15:00;16:00;BE;11879.66;11879.66
08-01-2024 16:00;08-01-2024;16:00;17:00;BE;12478.31;12478.31
08-01-2024 17:00;08-01-2024;17:00;18:00;BE;12444.7175;12444.7175
08-01-2024 18:00;08-01-2024;18:00;19:00;BE;11970.655;11970.655
08-01-2024 19:00;08-01-2024;19:00;20:00;BE;11478.815;11478.815
08-01-2024 20:00;08-01-2024;20:00;21:00;BE;10804.94;10804.94
08-01-2024 21:00;08-01-2024;21:00;22:00;BE;10509.635;10509.635
08-01-2024 22:00;08-01-2024;22:00;23:00;BE;10316.7;10316.7
08-01-2024 23:00;08-01-2024;23:00;00:00;BE;9956.0875;9956.0875
09-01-2024 00:00;09-01-2024;00:00;01:00;BE;9486.955;9486.955
09-01-2024 01:00;09-01-2024;01:00;02:00;BE;9302.7025;9302.7025
09-01-2024 02:00;09-01-2024;02:00;03:00;BE;9263.89;9263.89
09-01-2024 03:00;09-01-2024;03:00;04:00;BE;9168.6575;9168.6575
09-01-2024 04:00;09-01-2024;04:00;05:00;BE;9587.6275;9587.6275
09-01-2024 05:00;09-01-2024;05:00;06:00;BE;10684.5975;10684.5975
09-01-2024 06:00;09-01-2024;06:00;07:00;BE;11770.2825;11770.2825
09-01-2024 07:00;09-01-2024;07:00;08:00;BE;12366.225;12366.225
09-01-2024 08:00;09-01-2024;08:00;09:00;BE;12788.84;12788.84
09-01-2024 09:00;09-01-2024;09:00;10:00;BE;12875.365;12875.365
09-01-2024 10:00;09-01-2024;10:00;11:00;BE;12767.1525;12767.1525
09-01-2024 11:00;09-01-2024;11:00;12:00;BE;12438.41;12438.41
09-01-2024 12:00;09-01-2024;12:00;13:00;BE;12265.335;12265.335
09-01-2024 13:00;09-01-2024;13:00;14:00;BE;11960.0475;11960.0475
09-01-2024 14:00;09-01-2024;14:00;15:00;BE;11889.9675;11889.9675
09-01-2024 15:00;09-01-2024;15:00;16:00;BE;11886.52;11886.52
09-01-2024 16:00;09-01-2024;16:00;17:00;BE;12339.205;12339.205
09-01-2024 17:00;09-01-2024;17:00;18:00;BE;12582.0525;12582.0525
09-01-2024 18:00;09-01-2024;18:00;19:00;BE;12178.31;12178.31
09-01-2024 19:00;09-01-2024;19:00;20:00;BE;11653.08;11653.08
09-01-2024 20:00;09-01-2024;20:00;21:00;BE;11157.9625;11157.9625
09-01-2024 21:00;09-01-2024;21:00;22:00;BE;10984.435;10984.435
09-01-2024 22:00;09-01-2024;22:00;23:00;BE;10676.32;10676.32
09-01-2024 23:00;09-01-2024;23:00;00:00;BE;10316.0025;10316.0025
10-01-2024 00:00;10-01-2024;00:00;01:00;BE;9781.115;9781.115
10-01-2024 01:00;10-01-2024;01:00;02:00;BE;9517.8425;9517.8425
10-01-2024 02:00;10-01-2024;02:00;03:00;BE;9373.4825;9373.4825
10-01-2024 03:00;10-01-2024;03:00;04:00;BE;9427.8625;9427.8625
10-01-2024 04:00;10-01-2024;04:00;05:00;BE;9855.745;9855.745
10-01-2024 05:00;10-01-2024;05:00;06:00;BE;10875.205;10875.205
10-01-2024 06:00;10-01-2024;06:00;07:00;BE;11938.2525;11938.2525
10-01-2024 07:00;10-01-2024;07:00;08:00;BE;12633.645;12633.645
10-01-2024 08:00;10-01-2024;08:00;09:00;BE;12947.8675;12947.8675
10-01-2024 09:00;10-01-2024;09:00;10:00;BE;12990.83;12990.83
10-01-2024 10:00;10-01-2024;10:00;11:00;BE;12980.3425;12980.3425
10-01-2024 11:00;10-01-2024;11:00;12:00;BE;12763.815;12763.815
10-01-2024 12:00;10-01-2024;12:00;13:00;BE;12604.0425;12604.0425
10-01-2024 13:00;10-01-2024;13:00;14:00;BE;12394.8275;12394.8275
10-01-2024 14:00;10-01-2024;14:00;15:00;BE;12214.6475;12214.6475
10-01-2024 15:00;10-01-2024;15:00;16:00;BE;12096.5475;12096.5475
10-01-2024 16:00;10-01-2024;16:00;17:00;BE;12543.74;12543.74
10-01-2024 17:00;10-01-2024;17:00;18:00;BE;12767.7525;12767.7525
10-01-2024 18:00;10-01-2024;18:00;19:00;BE;12400.3825;12400.3825
10-01-2024 19:00;10-01-2024;19:00;20:00;BE;11887.655;11887.655
10-01-2024 20:00;10-01-2024;20:00;21:00;BE;11316.515;11316.515
10-01-2024 21:00;10-01-2024;21:00;22:00;BE;11164.3775;11164.3775
10-01-2024 22:00;10-01-2024;22:00;23:00;BE;10890.03;10890.03
10-01-2024 23:00;10-01-2024;23:00;00:00;BE;10520.1325;10520.1325
11-01-2024 00:00;11-01-2024;00:00;01:00;BE;10235.39;10235.39
11-01-2024 01:00;11-01-2024;01:00;02:00;BE;9850.5625;9850.5625
11-01-2024 02:00;11-01-2024;02:00;03:00;BE;9641.745;9641.745
11-01-2024 03:00;11-01-2024;03:00;04:00;BE;9719.045;9719.045
11-01-2024 04:00;11-01-2024;04:00;05:00;BE;10143.3275;10143.3275
11-01-2024 05:00;11-01-2024;05:00;06:00;BE;11215.35;11215.35
11-01-2024 06:00;11-01-2024;06:00;07:00;BE;12265.5875;12265.5875
11-01-2024 07:00;11-01-2024;07:00;08:00;BE;12949.825;12949.825
11-01-2024 08:00;11-01-2024;08:00;09:00;BE;13194.56;13194.56
11-01-2024 09:00;11-01-2024;09:00;10:00;BE;13007.3925;13007.3925
11-01-2024 10:00;11-01-2024;10:00;11:00;BE;12927.35;12927.35
11-01-2024 11:00;11-01-2024;11:00;12:00;BE;12606.7575;12606.7575
11-01-2024 12:00;11-01-2024;12:00;13:00;BE;12453.925;12453.925
11-01-2024 13:00;11-01-2024;13:00;14:00;BE;12260.4225;12260.4225
11-01-2024 14:00;11-01-2024;14:00;15:00;BE;12218.02;12218.02
11-01-2024 15:00;11-01-2024;15:00;16:00;BE;12144.875;12144.875
11-01-2024 16:00;11-01-2024;16:00;17:00;BE;12861.5075;12861.5075
11-01-2024 17:00;11-01-2024;17:00;18:00;BE;12900.9075;12900.9075
11-01-2024 18:00;11-01-2024;18:00;19:00;BE;12449.4675;12449.4675
11-01-2024 19:00;11-01-2024;19:00;20:00;BE;11950.515;11950.515
11-01-2024 20:00;11-01-2024;20:00;21:00;BE;11360.145;11360.145
11-01-2024 21:00;11-01-2024;21:00;22:00;BE;11208.16;11208.16
11-01-2024 22:00;11-01-2024;22:00;23:00;BE;10938.03;10938.03
11-01-2024 23:00;11-01-2024;23:00;00:00;BE;10465.16;10465.16
12-01-2024 00:00;12-01-2024;00:00;01:00;BE;10066.565;10066.565
12-01-2024 01:00;12-01-2024;01:00;02:00;BE;9809.975;9809.975
12-01-2024 02:00;12-01-2024;02:00;03:00;BE;9643.07;9643.07
12-01-2024 03:00;12-01-2024;03:00;04:00;BE;9671.345;9671.345
12-01-2024 04:00;12-01-2024;04:00;05:00;BE;10011.4025;10011.4025
12-01-2024 05:00;12-01-2024;05:00;06:00;BE;10984.9525;10984.9525
12-01-2024 06:00;12-01-2024;06:00;07:00;BE;11929.635;11929.635
12-01-2024 07:00;12-01-2024;07:00;08:00;BE;12555.34;12555.34
12-01-2024 08:00;12-01-2024;08:00;09:00;BE;12906.96;12906.96
12-01-2024 09:00;12-01-2024;09:00;10:00;BE;12774.115;12774.115
12-01-2024 10:00;12-01-2024;10:00;11:00;BE;12794.7775;12794.7775
12-01-2024 11:00;12-01-2024;11:00;12:00;BE;12487.615;12487.615
12-01-2024 12:00;12-01-2024;12:00;13:00;BE;12432.305;12432.305
12-01-2024 13:00;12-01-2024;13:00;14:00;BE;12215.02;12215.02
12-01-2024 14:00;12-01-2024;14:00;15:00;BE;12036.34;12036.34
12-01-2024 15:00;12-01-2024;15:00;16:00;BE;12118.5675;12118.5675
12-01-2024 16:00;12-01-2024;16:00;17:00;BE;12492.305;12492.305
12-01-2024 17:00;12-01-2024;17:00;18:00;BE;12382.8525;12382.8525
12-01-2024 18:00;12-01-2024;18:00;19:00;BE;11988.0525;11988.0525
12-01-2024 19:00;12-01-2024;19:00;20:00;BE;11553.04;11553.04
12-01-2024 20:00;12-01-2024;20:00;21:00;BE;10943.74;10943.74
12-01-2024 21:00;12-01-2024;21:00;22:00;BE;10768.6325;10768.6325
12-01-2024 22:00;12-01-2024;22:00;23:00;BE;10661.74;10661.74
12-01-2024 23:00;12-01-2024;23:00;00:00;BE;9917.955;9917.955
13-01-2024 00:00;13-01-2024;00:00;01:00;BE;9475.605;9475.605
13-01-2024 01:00;13-01-2024;01:00;02:00;BE;9141.41;9141.41
13-01-2024 02:00;13-01-2024;02:00;03:00;BE;8890.1775;8890.1775
13-01-2024 03:00;13-01-2024;03:00;04:00;BE;8736.9875;8736.9875
13-01-2024 04:00;13-01-2024;04:00;05:00;BE;8746.8225;8746.8225
13-01-2024 05:00;13-01-2024;05:00;06:00;BE;9087.9575;9087.9575
13-01-2024 06:00;13-01-2024;06:00;07:00;BE;9549.0775;9549.0775
13-01-2024 07:00;13-01-2024;07:00;08:00;BE;10147.965;10147.965
13-01-2024 08:00;13-01-2024;08:00;09:00;BE;10651.075;10651.075
13-01-2024 09:00;13-01-2024;09:00;10:00;BE;10912.605;10912.605
13-01-2024 10:00;13-01-2024;10:00;11:00;BE;11078.225;11078.225
13-01-2024 11:00;13-01-2024;11:00;12:00;BE;11160.2225;11160.2225
13-01-2024 12:00;13-01-2024;12:00;13:00;BE;11130.83;11130.83
13-01-2024 13:00;13-01-2024;13:00;14:00;BE;10974.3175;10974.3175
13-01-2024 14:00;13-01-2024;14:00;15:00;BE;10916.925;10916.925
13-01-2024 15:00;13-01-2024;15:00;16:00;BE;10995.195;10995.195
13-01-2024 16:00;13-01-2024;16:00;17:00;BE;11362.3675;11362.3675
13-01-2024 17:00;13-01-2024;17:00;18:00;BE;11389.0375;11389.0375
13-01-2024 18:00;13-01-2024;18:00;19:00;BE;11071.24;11071.24
13-01-2024 19:00;13-01-2024;19:00;20:00;BE;10496.5975;10496.5975
13-01-2024 20:00;13-01-2024;20:00;21:00;BE;10020.1275;10020.1275
13-01-2024 21:00;13-01-2024;21:00;22:00;BE;9908.675;9908.675
13-01-2024 22:00;13-01-2024;22:00;23:00;BE;9891.0175;9891.0175
13-01-2024 23:00;13-01-2024;23:00;00:00;BE;9466.09;9466.09
14-01-2024 00:00;14-01-2024;00:00;01:00;BE;8966.345;8966.345
14-01-2024 01:00;14-01-2024;01:00;02:00;BE;8715.9175;8715.9175
14-01-2024 02:00;14-01-2024;02:00;03:00;BE;8710.37;8710.37
14-01-2024 03:00;14-01-2024;03:00;04:00;BE;8707.1075;8707.1075
14-01-2024 04:00;14-01-2024;04:00;05:00;BE;8563.945;8563.945
14-01-2024 05:00;14-01-2024;05:00;06:00;BE;8767.3975;8767.3975
14-01-2024 06:00;14-01-2024;06:00;07:00;BE;8958.3525;8958.3525
14-01-2024 07:00;14-01-2024;07:00;08:00;BE;9459.2225;9459.2225
14-01-2024 08:00;14-01-2024;08:00;09:00;BE;9968.9575;9968.9575
14-01-2024 09:00;14-01-2024;09:00;10:00;BE;10486.0325;10486.0325
14-01-2024 10:00;14-01-2024;10:00;11:00;BE;10863.5925;10863.5925
14-01-2024 11:00;14-01-2024;11:00;12:00;BE;10997.9775;10997.9775
14-01-2024 12:00;14-01-2024;12:00;13:00;BE;10875.295;10875.295
14-01-2024 13:00;14-01-2024;13:00;14:00;BE;10676.4675;10676.4675
14-01-2024 14:00;14-01-2024;14:00;15:00;BE;10568.9225;10568.9225
14-01-2024 15:00;14-01-2024;15:00;16:00;BE;10435.2625;10435.2625
14-01-2024 16:00;14-01-2024;16:00;17:00;BE;11033.6475;11033.6475
14-01-2024 17:00;14-01-2024;17:00;18:00;BE;11402.665;11402.665
14-01-2024 18:00;14-01-2024;18:00;19:00;BE;11038.65;11038.65
14-01-2024 19:00;14-01-2024;19:00;20:00;BE;10617.65;10617.65
14-01-2024 20:00;14-01-2024;20:00;21:00;BE;9952.155;9952.155
14-01-2024 21:00;14-01-2024;21:00;22:00;BE;9693.7075;9693.7075
14-01-2024 22:00;14-01-2024;22:00;23:00;BE;9793.105;9793.105
14-01-2024 23:00;14-01-2024;23:00;00:00;BE;9534.9275;9534.9275
15-01-2024 00:00;15-01-2024;00:00;01:00;BE;9071.295;9071.295
15-01-2024 01:00;15-01-2024;01:00;02:00;BE;8850.725;8850.725
15-01-2024 02:00;15-01-2024;02:00;03:00;BE;8720.7825;8720.7825
15-01-2024 03:00;15-01-2024;03:00;04:00;BE;8833.23;8833.23
15-01-2024 04:00;15-01-2024;04:00;05:00;BE;9363.7575;9363.7575
15-01-2024 05:00;15-01-2024;05:00;06:00;BE;10528.89;10528.89
15-01-2024 06:00;15-01-2024;06:00;07:00;BE;11563.38;11563.38
15-01-2024 07:00;15-01-2024;07:00;08:00;BE;12217.7075;12217.7075
15-01-2024 08:00;15-01-2024;08:00;09:00;BE;12630.1;12630.1
15-01-2024 09:00;15-01-2024;09:00;10:00;BE;12666.83;12666.83
15-01-2024 10:00;15-01-2024;10:00;11:00;BE;12701.5675;12701.5675
15-01-2024 11:00;15-01-2024;11:00;12:00;BE;12297.9175;12297.9175
15-01-2024 12:00;15-01-2024;12:00;13:00;BE;12155.925;12155.925
